TAAK_TAAKID,TAAK_OMSCHRIJVING,AUFNR,VARIANTID
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202354,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202356,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202357,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202361,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202365,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202373,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202380,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202386,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202392,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202412,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202416,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202420,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202433,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202437,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202449,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202451,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202455,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202457,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202464,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202468,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202471,303
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202473,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202484,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202486,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202491,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202493,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202495,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202498,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202501,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202505,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202511,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202514,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202517,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202523,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202527,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202539,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202542,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202545,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202546,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202563,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202566,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202568,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202571,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202575,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202578,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202585,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202586,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202587,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202589,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202592,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202601,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202608,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202610,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202612,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202613,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202615,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202619,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202620,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202622,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202624,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202628,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202632,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202634,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202637,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202638,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202639,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202644,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202648,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202654,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202658,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202659,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202660,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202662,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202663,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202664,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202666,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202671,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202679,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202684,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202685,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202686,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202695,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202697,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202702,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202706,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202714,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202719,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202722,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202733,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202735,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202736,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202741,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202757,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202764,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202765,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202768,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202776,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202781,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202784,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202785,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202787,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202788,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202791,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202796,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202798,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202812,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202814,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202815,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202818,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202822,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202825,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202828,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202830,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202837,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202839,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202842,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202843,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202850,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202853,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202862,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202867,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202872,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202875,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202878,86
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202879,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202881,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202882,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202884,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202892,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202893,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202897,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202898,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202899,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202900,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202902,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202904,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202915,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202916,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202920,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202928,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202929,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202931,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202933,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202935,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202938,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202948,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202949,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202950,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202954,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202955,89
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202957,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202958,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202959,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202963,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202969,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202972,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202975,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202977,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202982,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202991,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202992,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000202994,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203000,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203006,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203017,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203027,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203031,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203032,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203036,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203041,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203045,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203048,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203052,86
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203053,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203060,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203063,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203065,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203066,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203071,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203072,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203073,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203087,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203089,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203094,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203098,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203099,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203109,303
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203110,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203115,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203126,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203129,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203133,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203136,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203145,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203159,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203161,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203167,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203169,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203184,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203186,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203195,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203196,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203199,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203209,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203210,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203211,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203226,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203231,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203235,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203242,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203243,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203245,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203246,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203247,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203254,88
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203256,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203258,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203266,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203278,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203279,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203282,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203286,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203295,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203299,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203301,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203310,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203318,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203326,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203329,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203333,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203336,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203338,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203345,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203356,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203363,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203368,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203370,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203371,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203392,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203393,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203397,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203398,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203399,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203405,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203406,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203410,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203413,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203416,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203426,302
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203427,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203428,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203431,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203433,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203434,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203437,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203450,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203456,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203460,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203461,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203462,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203465,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203467,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203471,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203472,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203486,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203494,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203496,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203497,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203501,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203505,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203506,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203511,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203513,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203514,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203516,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203517,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203524,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203527,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203528,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203530,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203531,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203533,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203534,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203535,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203536,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203541,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203544,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203555,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203559,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203562,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203563,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203566,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203570,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203571,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203572,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203573,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203575,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203586,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203587,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203594,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203600,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203604,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203605,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203606,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203607,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203615,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203616,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203620,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203621,89
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203625,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203632,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203640,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203641,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203642,89
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203644,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203645,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203646,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203661,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203665,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203674,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203676,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203679,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203681,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203683,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203684,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203690,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203691,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203692,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203694,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203696,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203698,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203699,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203700,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203701,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203706,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203707,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203709,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203710,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203714,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203719,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203727,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203731,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203740,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203744,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203747,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203749,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203750,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203755,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203757,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203759,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203768,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203771,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203772,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203773,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203774,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203776,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203778,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203779,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203780,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203781,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203783,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203784,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203786,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203788,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203791,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203793,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203795,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203796,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203802,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203806,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203809,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203810,86
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203811,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203812,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203817,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203818,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203826,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203831,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203832,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203836,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203837,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203838,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203840,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203842,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203847,89
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203849,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203851,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203856,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203859,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203860,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203865,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203870,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203871,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203875,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203877,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203878,31
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203880,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203882,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203889,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203890,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203891,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203893,38
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203894,94
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203896,60
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203899,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203901,35
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203903,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203906,19
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203914,65
9679_CM01,Aanvullen en afronden case gas lekzoeken,101000203919,19
