PROJECTID;VALUE;ASSIGNEE;IS_DERIVED;POST_CODE1;PRODUCT;AUGRU;DISCIPLINE;ZZBESTURINGSTYPE
101000201680;PD223630;504461;;3603 AV;combi_laagbouw_groen;KA1;E+G;PROCES
101000201759;PD223698;504461;;3433 KW;combi_laagbouw_groen;KA1;E;PROCES
101000201849;PD223767;504461;;3645 DX;combi_laagbouw_groen;KA1;G;PROCES
101000201878;PD223874;504461;;3438 LJ;combi_laagbouw_groen;KA1;E;PROCES
101000202056;PD224001;504461;;3828 PA;combi_laagbouw_oranje;KA1;E;PROCES
101000202205;PD223983;504461;;1231 LZ;combi_laagbouw_groen;KA1;E;PROCES
101000202382;PD224428;504461;;3752 HC;combi_laagbouw_groen;KA1;E+G;PROCES
101000202484;PD224542;504461;;3425 TD;combi_laagbouw_groen;KA1;E;PROCES
101000202606;PD224486;504461;;3755 SV;combi_laagbouw_groen;KA1;E;PROCES
101000202791;PD224868;504461;;3402 ZN;combi_laagbouw_groen;KA1;E;PROCES
101000202837;PD224720;504461;;3421 TR;combi_laagbouw_groen;KA1;E;PROCES
101000202884;PD224871;504461;;3833 BA;combi_laagbouw_groen;KA1;E+G;PROCES
101000202904;PD224802;504461;;3826 JC;combi_laagbouw_groen;KA1;E;PROCES
101000202959;PD224977;504461;;3791 RG;combi_laagbouw_groen;KA1;E;PROCES
101000202991;PD225090;504461;;3438 LC;combi_laagbouw_oranje;KA1;E;PROCES
101000203027;PD224999;504461;;3461 CN;combi_laagbouw_groen;KA1;E+G;PROCES
101000203145;PD225069;504461;;3411 NA;combi_laagbouw_groen;KA1;E+G;PROCES
101000203384;PD225539;504461;;3812 SL;COMBI;KA1;E+G;PROCES
101000203413;PD225289;504461;;3434 AM;combi_laagbouw_groen;KA1;E;PROCES
101000203460;PD225433;504461;;3449 JA;combi_laagbouw_groen;KA1;E+G;PROCES
101000203461;PD225439;504461;;3449 JA;combi_laagbouw_groen;KA1;G;PROCES
101000203511;PD225445;504461;;3833 GS;combi_laagbouw_groen;KA1;E;PROCES
101000203530;PD225522;504461;;3816 XH;combi_laagbouw_groen;KA1;E+G;PROCES
101000203641;PD225682;504461;;3812 LC;combi_laagbouw_groen;KA1;E;PROCES
101000203691;PD225834;504461;;3751 BK;combi_laagbouw_groen;KA1;E+G;PROCES
101000203698;PD225855;504461;;3833 GN;combi_laagbouw_groen;KA1;E;PROCES
101000203749;PD225770;504461;;3439 MR;combi_laagbouw_groen;KA1;E;PROCES
101000203772;PD225854;504461;;3451 DM;combi_laagbouw_groen;KA1;E;PROCES
101000203893;PD226031;504461;;3754 NA;combi_laagbouw_groen;KA1;E+G;PROCES
101000203950;PD226010;504461;;3645 DL;combi_laagbouw_groen;KA1;E+G;PROCES
101000203960;PD226056;504461;;3471 EE;combi_laagbouw_groen;KA1;E;PROCES
101000204029;PD226043;504461;;3812 AC;combi_laagbouw_groen;KA1;E;PROCES
101000204060;PD226132;504461;;3741 AE;combi_laagbouw_groen;KA1;E+G;PROCES
101000204096;PD226236;504461;;3411 AS;combi_laagbouw_groen;KA1;E+G;PROCES
101000204219;PD226272;504461;;3437 PV;combi_laagbouw_groen;KA1;E;PROCES
101000204415;PD226417;504461;;3811 JK;combi_laagbouw_groen;KA1;E;PROCES
101000204514;PD226548;504461;;3812 PP;combi_laagbouw_groen;KA1;E;PROCES
101000204921;PD226704;504461;;3825 LP;combi_laagbouw_groen;KA1;E;PROCES
101000204941;PD226754;504461;;3425 TD;combi_laagbouw_groen;KA1;E;PROCES
101000204948;PD226775;504461;;3621 BJ;combi_laagbouw_groen;KA1;E;PROCES
101000204971;PD226837;504461;;3764 DA;combi_laagbouw_groen;KA1;E+G;PROCES
101000205016;PD226989;504461;;3811 ER;combi_laagbouw_groen;KA1;E;PROCES
101000205100;PD226945;504461;;3411 ET;combi_laagbouw_groen;KA1;E;PROCES
101000205121;PD227016;504461;;3645 AX;combi_laagbouw_groen;KA1;E;PROCES
101000205219;PD226999;504461;;3811 ER;combi_laagbouw_groen;KA1;E;PROCES
101000205367;PD227465;504461;;3417 GL;combi_laagbouw_groen;KA1;E;PROCES
101000205374;PD227489;504461;;3791 RG;combi_laagbouw_groen;KA1;E;PROCES
101000205443;PD227375;504461;;3812 HE;combi_laagbouw_groen;KA1;E;PROCES
101000205461;PD227445;504461;;3461 CH;combi_laagbouw_groen;KA1;E+G;PROCES
101000205520;PD227313;504461;;3812 RW;combi_laagbouw_groen;KA1;E;PROCES
101000205558;PD227440;504461;;3417 GL;combi_laagbouw_groen;KA1;E;PROCES
101000206133;PD227772;504461;;3437 PH;combi_laagbouw_groen;KA1;E;PROCES
101000206175;PD227904;504461;;3769 JA;combi_laagbouw_groen;KA1;E+G;PROCES
101000206446;PD228134;504461;;3815 KN;combi_laagbouw_groen;KA1;E;PROCES
101000206624;PD228424;504461;;3432 DA;combi_laagbouw_groen;KA1;E;PROCES
101000206663;PD228550;504461;;3762 XX;combi_laagbouw_groen;KA1;E+G;PROCES
101000206688;PD228631;504461;;3628 AS;combi_laagbouw_groen;KA1;E+G;PROCES
101000206787;PD228553;504461;;3812 CG;combi_laagbouw_groen;KA1;E+G;PROCES
101000206790;PD228565;504461;;3743 AP;combi_laagbouw_groen;KA1;E+G;PROCES
101000206966;PD228840;504461;;3812 PW;combi_laagbouw_groen;KA1;E;PROCES
101000206972;PD228856;504461;;1231 KW;combi_laagbouw_groen;KA1;E;PROCES
101000206978;PD228875;504461;;3755 BD;combi_laagbouw_groen;KA1;E;PROCES
101000207068;PD228877;504461;;3752 LE;combi_laagbouw_groen;KA1;E+G;PROCES
101000207091;PD228929;504461;;3754 NC;combi_laagbouw_groen;KA1;E;PROCES
101000207108;PD228970;504461;;3417 MJ;combi_laagbouw_groen;KA1;E;PROCES
101000207171;PD229141;504461;;3421 GK;combi_laagbouw_groen;KA1;E+G;PROCES
101000207392;PD229223;504461;;3765 GB;combi_laagbouw_groen;KA1;E+G;PROCES
101000207400;PD229241;504461;;1231 LJ;combi_laagbouw_groen;KA1;E;PROCES
101000207402;PD229247;504461;;3768 MP;combi_laagbouw_groen;KA1;E;PROCES
101000207438;PD229356;504461;;1391 CL;combi_laagbouw_groen;KA1;E;PROCES
101000207478;PD229491;504461;;3437 PH;combi_laagbouw_groen;KA1;E;PROCES
101000207578;PD229504;504461;;3405 XD;combi_laagbouw_groen;KA1;E;PROCES
101000207619;PD229364;504461;;3816 LZ;combi_laagbouw_groen;KA1;E+G;PROCES
101000207621;PD229373;504461;;3825 LR;combi_laagbouw_groen;KA1;E;PROCES
101000207778;PD229818;504461;;3762 CS;combi_laagbouw_groen;KA1;E;PROCES
101000207846;PD229725;504461;;3825 JM;combi_laagbouw_groen;KA1;E;PROCES
101000207954;PD229820;504461;;3762 CS;combi_laagbouw_groen;KA1;E;PROCES
101000207992;PD230017;504461;;1231 NH;combi_laagbouw_groen;KA1;E;PROCES
101000208051;PD230063;504461;;3405 AH;combi_laagbouw_groen;KA1;E;PROCES
101000208073;PD230128;504461;;3813 LV;combi_laagbouw_groen;KA1;E;PROCES
101000208083;PD230154;504461;;3442 AD;combi_laagbouw_groen;KA1;E+G;PROCES
101000208136;PD230004;504461;;1231 NH;combi_laagbouw_groen;KA1;E;PROCES
101000208173;PD230129;504461;;3813 GA;combi_laagbouw_groen;KA1;E;PROCES
101000208196;PD230201;504461;;1231 NH;combi_laagbouw_groen;KA1;E;PROCES
101000208223;PD230109;504461;;3741 WC;combi_laagbouw_groen;KA1;E;PROCES
101000208231;PD230135;504461;;1231 LR;combi_laagbouw_groen;KA1;E;PROCES
101000208379;PD230460;504461;;3621 JM;combi_laagbouw_groen;KA1;E;PROCES
101000208449;PD230381;504461;;3415 NC;combi_laagbouw_groen;KA1;E;PROCES
101000208478;PD230473;504461;;3621 JP;combi_laagbouw_groen;KA1;E;PROCES
101000208523;PD230405;504461;;3825 AC;combi_laagbouw_groen;KA1;E;PROCES
101000208642;PD230649;504461;;3641 RV;combi_laagbouw_groen;KA1;E;PROCES
101000208742;PD230671;504461;;3752 XA;combi_laagbouw_groen;KA1;E;PROCES
101000208879;PD231074;504461;;3754 NJ;combi_laagbouw_groen;KA1;E+G;PROCES
101000208919;PD231008;504461;;3825 AG;combi_laagbouw_groen;KA1;E;PROCES
101000208998;PD231447;504461;;3421 BX;combi_laagbouw_groen;KA1;E+G;PROCES
101000209009;PD230970;504461;;3431 AW;combi_laagbouw_groen;KA1;E;PROCES
101000209051;PD231219;504461;;3435 SB;combi_laagbouw_groen;KA1;E;PROCES
101000209123;PD231250;504461;;3825 AK;combi_laagbouw_groen;KA1;E;PROCES
101000209335;PD231576;504461;;3825 AP;combi_laagbouw_groen;KA1;E;PROCES
101000209362;PD231672;504461;;3621 LV;combi_laagbouw_groen;KA1;E;PROCES
101000209392;PD231755;504461;;3752 XD;combi_laagbouw_groen;KA1;E+G;PROCES
101000209436;PD231752;504461;;3645 DM;combi_laagbouw_groen;KA1;E+G;PROCES
101000209484;PD231885;504461;;1231 LZ;combi_laagbouw_groen;KA1;E;PROCES
101000209641;PD231961;504461;;3766 AJ;combi_laagbouw_groen;KA1;E;PROCES
101000209657;PD232003;504461;;3405 CL;combi_laagbouw_groen;KA1;E;PROCES
101000209704;PD231949;504461;;3431 HA;combi_laagbouw_groen;KA1;E;PROCES
101000209789;PD232189;504461;;3433 ER;combi_laagbouw_groen;KA1;E;PROCES
101000209926;PD232222;504461;;3755 BD;combi_laagbouw_groen;KA1;E+G;PROCES
101000210155;PD232603;504461;;3766 EB;combi_laagbouw_groen;KA1;E;PROCES
101000210164;PD232626;504461;;3441 CC;COMBI;KA1;E+G;PROCES
101000210220;PD232557;504461;;3823 WT;combi_laagbouw_groen;KA1;E+G;PROCES
101000210283;PD232748;504461;;3825 AP;combi_laagbouw_groen;KA1;E;PROCES
101000210293;PD232780;504461;;3764 TR;combi_laagbouw_groen;KA1;E;PROCES
101000210409;PD232775;504461;;3461 GA;combi_laagbouw_groen;KA1;E;PROCES
101000210525;PD232893;504461;;3641 RV;combi_laagbouw_groen;KA1;G;PROCES
101000210574;PD233015;504461;;3621 JS;combi_laagbouw_groen;KA1;E;PROCES
101000210597;PD233110;504461;;3762 XX;combi_laagbouw_groen;KA1;E;PROCES
101000210642;PD233046;504461;;3425 TG;combi_laagbouw_groen;KA1;E;PROCES
101000210754;PD233281;504461;;3769 BS;combi_laagbouw_groen;KA1;E+G;PROCES
101000210864;PD233354;504461;;3752 AE;COMBI;KA1;E+G;PROCES
101000210917;PD233339;504461;;3752 AE;COMBI;KA1;E+G;PROCES
101000210992;PD233572;504461;;3825 HC;combi_laagbouw_groen;KA1;E;PROCES
101000211036;PD233575;504461;;1231 KW;combi_laagbouw_groen;KA1;E;PROCES
101000211047;PD233599;504461;;3405 AH;aanleg_laagbouw_groen;KA1;E;PROCES
101000211068;PD233679;504461;;3823 EG;combi_laagbouw_groen;KA1;E;PROCES
101000211150;PD233656;504461;;3743 BG;combi_laagbouw_groen;KA1;E;PROCES
101000211227;PD233683;504461;;3421 LC;combi_laagbouw_groen;KA1;E;PROCES
101000211246;PD233749;504461;;3641 CT;combi_laagbouw_groen;KA1;E;PROCES
101000211249;PD233758;504461;;3417 GS;combi_laagbouw_groen;KA1;E;PROCES
101000211315;PD233813;504461;;3645 AK;combi_laagbouw_groen;KA1;E;PROCES
101000211354;PD233907;504461;;3791 PL;combi_laagbouw_groen;KA1;E;PROCES
101000211409;PD233852;504461;;3425 TH;combi_laagbouw_groen;KA1;E;PROCES
101000211449;PD233992;504461;;3401 MZ;COMBI;KA1;E;PROCES
101000211524;PD234019;504461;;3741 SL;combi_laagbouw_groen;KA1;E;PROCES
101000211900;PD234278;504461;;3791 VZ;combi_laagbouw_groen;KA1;E;PROCES
101000211984;PD234528;504461;;3813 SB;combi_laagbouw_groen;KA1;E;PROCES
101000212066;PD234536;504461;;3471 GZ;combi_laagbouw_groen;KA1;E;PROCES
101000212084;PD234605;504461;;1231 KD;combi_laagbouw_groen;KA1;E;PROCES
101000212139;PD234388;504461;;3825 AZ;combi_laagbouw_groen;KA1;E;PROCES
101000212144;PD234399;504461;;3441 EH;combi_laagbouw_groen;KA1;E+G;PROCES
101000212171;PD234490;504461;;3402 EA;combi_laagbouw_groen;KA1;E+G;PROCES
101000212222;PD234632;504461;;3762 DK;combi_laagbouw_groen;KA1;E+G;PROCES
101000212370;PD234791;504461;;3825 AK;combi_laagbouw_groen;KA1;E;PROCES
101000212552;PD235074;504461;;3471 EA;combi_laagbouw_groen;KA1;E+G;PROCES
101000212582;PD235187;504461;;3824 HC;combi_laagbouw_groen;KA1;E;PROCES
101000212653;PD235069;504461;;3603 AX;combi_laagbouw_groen;KA1;E+G;PROCES
101000212697;PD235185;504461;;3824 HB;combi_laagbouw_groen;KA1;E;PROCES
101000212858;PD235367;504461;;3431 GN;combi_laagbouw_groen;KA1;E;PROCES
101000213112;PD235540;504461;;3833 BA;combi_laagbouw_groen;KA1;E;PROCES
101000213387;PD235913;504461;;3832 GE;combi_laagbouw_groen;KA1;E;PROCES
101000213392;PD235921;504461;;3632 JA;combi_laagbouw_groen;KA1;E;PROCES
101000213414;PD235817;504461;;3648 AH;combi_laagbouw_groen;KA1;G;PROCES
101000213511;PD235872;504461;;3431 JS;combi_laagbouw_groen;KA1;E;PROCES
101000213557;PD236042;504461;;3626 AS;combi_laagbouw_groen;KA1;E;PROCES
101000213723;PD236170;504461;;3823 EG;combi_laagbouw_groen;KA1;E;PROCES
101000213810;PD236229;504461;;3401 NR;combi_laagbouw_groen;KA1;E+G;PROCES
101000213833;PD236292;504461;;3826 JC;combi_laagbouw_groen;KA1;E;PROCES
101000213887;PD236487;504461;;3742 CK;combi_laagbouw_groen;KA1;E;PROCES
101000213989;PD236583;504461;;3621 ZB;COMBI;KA1;E;PROCES
101000214089;PD236632;504461;;3481 VB;combi_laagbouw_groen;KA1;E+G;PROCES
101000214132;PD236640;504461;;3762 TA;COMBI;KA1;E+G;PROCES
101000214140;PD236662;504461;;3825 AL;combi_laagbouw_groen;KA1;E;PROCES
101000214185;PD236808;504461;;3625 AH;COMBI;KA1;E;PROCES
101000214209;PD236659;504461;;3831 JP;combi_laagbouw_groen;KA1;E;PROCES
101000214256;PD236813;504461;;3625 AH;COMBI;KA1;E;PROCES
101000214312;PD236694;504461;;3641 RZ;COMBI;KA1;E;PROCES
101000214532;PD237036;504461;;3769 AD;combi_laagbouw_groen;KA1;E;PROCES
101000214833;PD237344;504461;;3633 EL;COMBI;KA1;E;PROCES
101000214929;PD237430;504461;;3812 RE;COMBI;KA1;E;PROCES
101000214898;PD237552;504461;;3633 XX;COMBI;KA1;E;PROCES
101000215154;PD237717;504461;;3814 XH;COMBI;KA1;E;PROCES
101000215170;PD237742;504461;;3603 BM;COMBI;KA1;E;PROCES
101000215233;PD237753;504461;;3826 JD;COMBI;KA1;E;PROCES
101000215235;PD237756;504461;;3603 BM;COMBI;KA1;E;PROCES
101000215060;PD237759;504461;;3603 BM;COMBI;KA1;E;PROCES
101000215239;PD237762;504461;;3826 KA;COMBI;KA1;E;PROCES
101000215065;PD237771;504461;;3603 BM;COMBI;KA1;E;PROCES
