PROJECTID;VALUE;ASSIGNEE;IS_DERIVED;POST_CODE1;PRODUCT;AUGRU;DISCIPLINE;ZZBESTURINGSTYPE;VESTIGING
101000076029;PD095507;501346;;2282 SN;LAADPAAL;KA1;E;PROCES;S03
101000075979;PD095589;501346;;3172 XB;LAADPAAL;KA1;E;PROCES;S01
101000096429;PD116360;501346;;2661 AL;LAADPAAL;KA1;E;PROCES;S03
101000102362;PD122370;501346;;3059 RD;LAADPAAL;KA1;E;PROCES;S03
101000103360;PD123367;501346;;3141 HJ;LAADPAAL;KA1;E;PROCES;S03
101000104782;PD124787;501346;;4207 DP;LAADPAAL;KA1;E;PROCES;S01
101000050309;PD068999;501346;;3014 AG;LAADPAAL;KA1;E;PROCES;S03
101000079401;PD099017;501346;;3121 XJ;LAADPAAL;KA1;E;PROCES;S03
101000106571;PD126656;501346;;3161 LT;LAADPAAL;KA1;E;PROCES;S01
101000106591;PD126697;501346;;3161 VP;LAADPAAL;KA1;E;PROCES;S01
101000106852;PD126869;501346;;2989 AK;LAADPAAL;KA1;E;PROCES;S01
101000107757;PD127836;501346;;2809 NJ;LAADPAAL;KA1;E;PROCES;S05
101000108458;PD128610;501346;;2907 DA;LAADPAAL;KA1;E;PROCES;S03
101000110289;PD130543;501346;;2994 DA;LAADPAAL;KA1;E;PROCES;S01
101000113848;PD134093;501346;;2985 SG;LAADPAAL;KA1;E;PROCES;S01
101000115531;PD135963;501346;;2631 PT;LAADPAAL;KA1;E;PROCES;S03
101000117478;PD138040;501346;;3081 GB;LAADPAAL;KA1;E;PROCES;S01
101000117500;PD138065;501346;;3067 LS;LAADPAAL;KA1;E;PROCES;S03
101000121006;PD141655;501346;;2282 KZ;LAADPAAL;KA1;E;PROCES;S03
101000121825;PD142592;501346;;3216 AC;LAADPAAL;KA1;E;PROCES;S01
101000121844;PD142623;501346;;3068 WL;LAADPAAL;KA1;E;PROCES;S03
101000121905;PD142628;501346;;3151 SC;LAADPAAL;KA1;E;PROCES;S03
101000126912;PD147739;501346;;2716 DZ;LAADPAAL;KA1;E;PROCES;S03
101000129921;PD150829;501346;;3011 JV;LAADPAAL;KA1;E;PROCES;S03
101000133238;PD154131;501346;;3295 TE;LAADPAAL;KA1;E;PROCES;S01
101000140100;PD161005;501346;;2723 XZ;LAADPAAL;KA1;E;PROCES;S03
101000140141;PD161093;501346;;2286 GJ;LAADPAAL;KA1;E;PROCES;S03
101000154882;PD176205;501346;;2724 EZ;LAADPAAL;KA1;E;PROCES;S03
101000011116;PD021734;501346;;3024 EE;LAADPAAL;KA1;E;PROCES;S03
101000140027;PD160859;501346;;3704 SR;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S05
101000082722;PD102475;501346;;3831 NA;elektrisch_vervoer_proces_oranje;KA1;E;PROCES;S05
101000118866;PD139220;501346;;3722 JL;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S05
101000175904;PD197493;501346;;3069 VJ;LAADPAAL;KA1;E;PROCES;S03
101000176452;PD198097;501346;;3067 NG;LAADPAAL;KA1;E;PROCES;S03
101000176453;PD198099;501346;;3043 KH;LAADPAAL;KA1;E;PROCES;S03
101000176169;PD197860;501346;;3024 XD;LAADPAAL;KA1;E;PROCES;S03
101000175960;PD197669;501346;;2712 HJ;LAADPAAL;KA1;E;PROCES;S03
101000175864;PD197490;501346;;2286 GG;LAADPAAL;KA1;E;PROCES;S03
101000175902;PD197486;501346;;2651 EL;LAADPAAL;KA1;E;PROCES;S03
101000175847;PD197441;501346;;2652 LS;LAADPAAL;KA1;E;PROCES;S03
101000176051;PD197666;501346;;2712 XA;LAADPAAL;KA1;E;PROCES;S03
101000175862;PD197487;501346;;2651 XW;LAADPAAL;KA1;E;PROCES;S03
101000118348;PD138728;500508;;3705 LZ;teruglevering_proces_mloea;KA1;E;PROCES;S05
101000146904;PD167628;763193;X;9269 SZ;VERPLAATS;KA1;G;PROCES;S05
101000152526;PD173574;763193;X;9271 GE;VERPLAATS;KA1;G;PROCES;S05
101000154777;PD176107;763193;X;9271 HM;GASLOOS;KA1;G;PROCES;S05
101000156102;PD177166;763193;X;9104 DM;SLOOP;KA1;G;PROCES;S05
101000155994;PD177270;763193;X;9104 DL;SLOOP;KA1;G;PROCES;S05
101000163231;PD184518;763193;X;9162 EV;AANLEG;KA1;G;PROCES;S05
101000166571;PD187419;763193;X;9283 XR;GASLOOS;KA1;G;PROCES;S05
101000168198;PD189299;763193;X;9263 TB;GASLOOS;KA1;G;PROCES;S05
101000170481;PD191629;763193;X;9164 KB;VERPLAATS;KA1;G;PROCES;S05
000031010866;PD098943;763193;X;9101 CZ;;N06;G;SP;S05
101000127809;PD148761;763193;X;9291 MC;teruglevering_projecten;KA1;G;PROJECT;S05
101000137072;PD157982;763193;X;9101 WS;SLOOP;KA1;G;PROCES;S05
000031010857;PD098944;763193;X;9101 CZ;;N06;G;SP;S05
000031015490;PD173307;763193;X;9134 DA;;N02;G;PROJECT;S05
000031015860;PD178579;763193;X;9255 JA;;N06;G;SP;S05
000031017072;PD194714;763193;X;9101 WP;;N03;G;PROJECT;S05
101000050613;PD069250;763193;;9101 DC;VERPLAATS;KA1;G;PROCES;S05
101000083092;PD102914;501844;;3083 WN;LAADPAAL;KA1;E;PROCES;S01
101000118636;PD138916;501844;;3705 BE;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S05
101000024138;PD040928;501844;;2641 LE;LAADPAAL;KA1;E;PROCES;S03
101000029139;PD046102;501844;;2713 GN;LAADPAAL;KA1;E;PROCES;S03
101000012254;PD022975;501844;;2265 CK;LAADPAAL;KA1;E;PROCES;S03
000031011749;PD120205;501844;;3051 XR;;K15;E;PROJECT;S03
000031014626;PD162366;501844;;2564 GP;;K15;E;PROJECT;S03
000031014578;PD161974;501844;;2555 GC;;K15;E;PROJECT;S03
000031014570;PD161699;501844;;2561 VT;;K15;E;PROJECT;S03
000031014567;PD161590;501844;;3066 NA;;K15;E;PROJECT;S03
000031014564;PD161520;501844;;3061 VP;;K15;E;PROJECT;S03
000031014552;PD161745;501844;;2552 LC;;K15;E;PROJECT;S03
000031014550;PD161705;501844;;2596 SJ;;K15;E;PROJECT;S03
000031014546;PD161585;501844;;3064 LD;;K15;E;PROJECT;S03
000031014545;PD161583;501844;;3067 CG;;K15;E;PROJECT;S03
000031014513;PD161124;501844;;2712 VC;;K15;E;PROJECT;S03
000031014505;PD160939;501844;;2624 AL;;K15;E;PROJECT;S03
000031014504;PD160930;501844;;3068 ZJ;;K15;E;PROJECT;S03
000031014486;PD160909;501844;;3065 JG;;K15;E;PROJECT;S03
000031014438;PD160627;501844;;3117 EC;;K15;E;PROJECT;S03
000031014421;PD159889;501844;;3055 NB;;K15;E;PROJECT;S03
000031014419;PD160222;501844;;3069 XK;;K15;E;PROJECT;S03
000031014415;PD159986;501844;;3028 ER;;K15;E;PROJECT;S03
000031014397;PD159799;501844;;3151 JC;;K15;E;PROJECT;S03
000031014374;PD159406;501844;;2729 CG;;K15;E;PROJECT;S03
000031014373;PD159404;501844;;2711 AJ;;K15;E;PROJECT;S03
000031014365;PD159043;501844;;3124 TS;;K15;E;PROJECT;S03
000031014364;PD159017;501844;;3021 LA;;K15;E;PROJECT;S03
000031014829;PD164372;501844;;3151 XM;;K15;E;PROJECT;S03
000031014335;PD158724;501844;;2513 VJ;;K15;E;PROJECT;S03
000031014334;PD158721;501844;;2542 AX;;K15;E;PROJECT;S03
000031014333;PD158716;501844;;2526 BB;;K15;E;PROJECT;S03
000031014312;PD158670;501844;;2804 VJ;;K15;E;PROJECT;S05
000031014309;PD158598;501844;;2517 VJ;;K15;E;PROJECT;S03
000031014308;PD158590;501844;;2593 SH;;K15;E;PROJECT;S03
000031014298;PD158465;501844;;2282 SE;;K15;E;PROJECT;S03
000031014294;PD158342;501844;;2593 GE;;K15;E;PROJECT;S03
000031014293;PD158337;501844;;2581 TL;;K15;E;PROJECT;S03
000031014227;PD157753;501844;;3114 CN;;K15;E;PROJECT;S03
000031014070;PD155664;501844;;3123 AL;;K15;E;PROJECT;S03
000031014049;PD155448;501844;;2622 HM;;K15;E;PROJECT;S03
000031014019;PD154985;501844;;3021 SJ;;K15;E;PROJECT;S03
000031014016;PD154840;501844;;2548 NL;;K15;E;PROJECT;S03
000031014832;PD164412;501844;;3122 TA;;K15;E;PROJECT;S03
000031014000;PD154049;501844;;3062 RD;;K15;E;PROJECT;S03
000031013926;PD153010;501844;;2712 KC;;K15;E;PROJECT;S03
000031013915;PD153221;501844;;3045 LL;;K15;E;PROJECT;S03
000031013906;PD153009;501844;;3069 SB;;K15;E;PROJECT;S03
000031013766;PD149837;501844;;2553 TT;;K15;E;PROJECT;S03
000031013716;PD149423;501844;;2728 AG;;K15;E;PROJECT;S03
000031013715;PD149419;501844;;3023 KZ;;K15;E;PROJECT;S03
000031013709;PD149213;501844;;3067 ZT;;K15;E;PROJECT;S03
000031013694;PD148869;501844;;2583 CE;;K15;E;PROJECT;S03
000031013691;PD148840;501844;;2512 EA;;K15;E;PROJECT;S03
000031013679;PD148584;501844;;3051 XH;;K15;E;PROJECT;S03
000031013652;PD148818;501844;;3998 KK;;K15;E;PROJECT;S05
000031013635;PD148021;501844;;2523 GJ;;K15;E;PROJECT;S03
000031013534;PD147119;501844;;3118 GM;;K15;E;PROJECT;S03
000031013527;PD146888;501844;;3056 RJ;;K15;E;PROJECT;S03
000031013357;PD143693;501844;;3056 PP;;K15;E;PROJECT;S03
000031013356;PD143683;501844;;3067 LJ;;K15;E;PROJECT;S03
000031013272;PD142387;501844;;2711 DV;;K15;E;PROJECT;S03
000031013264;PD142214;501844;;3024 CN;;K15;E;PROJECT;S03
000031013211;PD141596;501844;;2719 SM;;K15;E;PROJECT;S03
000031013185;PD140824;501844;;3037 LR;;K15;E;PROJECT;S03
000031013154;PD140512;501844;;3032 VJ;;K15;E;PROJECT;S03
000031013147;PD140414;501844;;3011 SC;;K15;E;PROJECT;S03
000031012922;PD139300;501844;;2652 HM;;K15;E;PROJECT;S03
000031012872;PD139121;501844;;2624 GC;;K15;E;PROJECT;S03
000031012742;PD137428;501844;;2628 VR;;K15;E;PROJECT;S03
000031012563;PD135106;501844;;2585 CP;;K15;E;PROJECT;S03
000031012476;PD133793;501844;;2274 PX;;K15;E;PROJECT;S03
000031012421;PD132526;501844;;2651 MJ;;K15;E;PROJECT;S03
000031012407;PD132750;501844;;3121 AA;;K15;E;PROJECT;S03
000031012405;PD132748;501844;;2625 KK;;K15;E;PROJECT;S03
000031012363;PD131517;501844;;3069 XX;;K15;E;PROJECT;S03
000031012341;PD131488;501844;;2729 HX;;K15;E;PROJECT;S03
000031012204;PD128792;501844;;2728 GC;;K15;E;PROJECT;S03
000031012187;PD128535;501844;;3022 EP;;K15;E;PROJECT;S03
000031012164;PD127714;501844;;3117 BD;;K15;E;PROJECT;S03
000031012162;PD127611;501844;;3059 RD;;K15;E;PROJECT;S03
000031012149;PD126850;501844;;3021 NN;;K15;E;PROJECT;S03
000031012137;PD126838;501844;;3125 BD;;K15;E;PROJECT;S03
000031012129;PD126297;501844;;2545 LP;;K15;E;PROJECT;S03
000031012092;PD125543;501844;;2515 KD;;K15;E;PROJECT;S03
000031012091;PD125540;501844;;2517 GL;;K15;E;PROJECT;S03
000031012087;PD125139;501844;;2548 HB;;K15;E;PROJECT;S03
000031012076;PD125431;501844;;2583 EG;;K15;E;PROJECT;S03
000031011995;PD124266;501844;;3054 WC;;K15;E;PROJECT;S03
000031011928;PD123068;501844;;2652 GR;;K15;E;PROJECT;S03
000031011806;PD120942;501844;;3069 BE;;K15;E;PROJECT;S03
000031011738;PD119520;501844;;3034 ST;;K15;E;PROJECT;S03
000031011714;PD119246;501844;;3038 SN;;K15;E;PROJECT;S03
000031011682;PD118248;501844;;2645 HJ;;K15;E;PROJECT;S03
000031011678;PD118426;501844;;3026 XC;;K15;E;PROJECT;S03
000031011634;PD117913;501844;;3069 GT;;K15;E;PROJECT;S03
000031011567;PD116376;501844;;2274 ST;;K15;E;PROJECT;S03
000031011511;PD115566;501844;;3026 SN;;K15;E;PROJECT;S03
000031014833;PD164455;501844;;3052 NH;;K15;E;PROJECT;S03
000031014810;PD164439;501844;;2643 KN;;K15;E;PROJECT;S03
000031010549;PD091382;501844;;3038 RH;;K15;E;PROJECT;S03
000031010517;PD090766;501844;;2517 HG;;K15;E;PROJECT;S03
000031014894;PD165520;501844;;3075 SH;;K15;E;PROJECT;S01
000031014908;PD165416;501844;;3903 LA;;K15;E;PROJECT;S05
000031014850;PD164824;501844;;2565 XV;;K15;E;PROJECT;S03
000031014935;PD166537;501844;;3071 GL;;K15;E;PROJECT;S01
000031014954;PD166538;501844;;2804 RM;;K15;E;PROJECT;S05
000031014955;PD166546;501844;;3371 XR;;K15;E;PROJECT;S01
000031014956;PD166585;501844;;2905 XW;;K15;E;PROJECT;S03
000031014957;PD166610;501844;;2652 NH;;K15;E;PROJECT;S03
000031014936;PD166612;501844;;3063 PB;;K15;E;PROJECT;S03
000031014958;PD166622;501844;;3054 NP;;K15;E;PROJECT;S03
000031010569;PD092136;501844;;2623 NK;;K15;E;PROJECT;S03
000031014143;PD156526;501844;;2624 XP;;K15;E;PROJECT;S03
000031011862;PD122287;501844;;3066 JB;;K15;E;PROJECT;S03
000031010490;PD090741;501844;;2719 TP;;K15;E;PROJECT;S03
000031011356;PD111841;501844;;2724 VW;;K15;E;PROJECT;S03
000031014201;PD157270;501844;;2628 BN;;K15;E;PROJECT;S03
000031014997;PD166916;501844;;3025 VC;;K15;E;PROJECT;S03
000031015021;PD166937;501844;;2716 KA;;K15;E;PROJECT;S03
000031015023;PD166943;501844;;2719 MD;;K15;E;PROJECT;S03
000031013814;PD151458;501844;;3065 KK;;K15;E;PROJECT;S03
000031014131;PD156527;501844;;3066 GC;;K15;E;PROJECT;S03
000031013878;PD152546;501844;;3069 AA;;K15;E;PROJECT;S03
000031011472;PD114156;501844;;2555 NA;;K15;E;PROJECT;S03
000031012088;PD125298;501844;;2514 JC;;K15;E;PROJECT;S03
000031012360;PD131476;501844;;2596 JB;;K15;E;PROJECT;S03
000031012241;PD129146;501844;;2555 ZX;;K15;E;PROJECT;S03
000031012219;PD129113;501844;;2526 LP;;K15;E;PROJECT;S03
000031013400;PD144490;501844;;2574 AA;;K15;E;PROJECT;S03
000031013252;PD142429;501844;;2555 NP;;K15;E;PROJECT;S03
000031012322;PD130589;501844;;2563 CH;;K15;E;PROJECT;S03
000031012226;PD129116;501844;;2572 RH;;K15;E;PROJECT;S03
000031011485;PD115028;501844;;2553 ND;;K15;E;PROJECT;S03
000031011080;PD104042;501844;;2986 BE;;K15;E;PROJECT;S01
000031010982;PD100858;501844;;2982 TE;;K15;E;PROJECT;S01
000031014554;PD161861;501844;;3082 WG;;K15;E;PROJECT;S01
000031014646;PD162533;501844;;2983 AG;;K15;E;PROJECT;S01
000031014690;PD163577;501844;;4201 GV;;K15;E;PROJECT;S01
000031014380;PD159263;501844;;3075 GC;;K15;E;PROJECT;S01
000031015044;PD167692;501844;;2809 TH;;K15;E;PROJECT;S05
000031014340;PD158879;501844;;3172 XB;;K15;E;PROJECT;S01
000031014337;PD158882;501844;;3078 GP;;K15;E;PROJECT;S01
000031014343;PD158886;501844;;2983 HR;;K15;E;PROJECT;S01
000031014345;PD158889;501844;;3181 RC;;K15;E;PROJECT;S01
000031014563;PD161438;501844;;3224 GA;;K15;E;PROJECT;S01
000031014601;PD162071;501844;;3214 EE;;K15;E;PROJECT;S01
000031014583;PD162076;501844;;3214 TM;;K15;E;PROJECT;S01
000031014579;PD162061;501844;;3225 GB;;K15;E;PROJECT;S01
000031014687;PD163454;501844;;3208 SJ;;K15;E;PROJECT;S01
000031014181;PD157205;501844;;3315 HR;;K15;E;PROJECT;S01
000031014202;PD157272;501844;;3311 JS;;K15;E;PROJECT;S01
000031014288;PD158244;501844;;2987 VK;;K15;E;PROJECT;S01
000031014291;PD158285;501844;;3206 GA;;K15;E;PROJECT;S01
000031014292;PD158288;501844;;3205 AS;;K15;E;PROJECT;S01
000031014274;PD158290;501844;;3208 SC;;K15;E;PROJECT;S01
000031014275;PD158293;501844;;3207 NB;;K15;E;PROJECT;S01
000031014278;PD158368;501844;;3314 HR;;K15;E;PROJECT;S01
000031014311;PD158661;501844;;3078 VM;;K15;E;PROJECT;S01
000031014316;PD158766;501844;;3284 AW;;K15;E;PROJECT;S01
000031014317;PD158873;501844;;3072 LP;;K15;E;PROJECT;S01
000031014341;PD158883;501844;;3176 VA;;K15;E;PROJECT;S01
000031014342;PD158885;501844;;2993 XB;;K15;E;PROJECT;S01
000031014338;PD158890;501844;;3207 HZ;;K15;E;PROJECT;S01
000031014339;PD158892;501844;;3201 TC;;K15;E;PROJECT;S01
000031014360;PD158895;501844;;3072 ES;;K15;E;PROJECT;S01
000031014347;PD158900;501844;;3083 AM;;K15;E;PROJECT;S01
000031014362;PD158903;501844;;3072 JG;;K15;E;PROJECT;S01
000031014355;PD159227;501844;;3086 LE;;K15;E;PROJECT;S01
000031014357;PD159234;501844;;3086 BN;;K15;E;PROJECT;S01
000031014376;PD159466;501844;;3181 HT;;K15;E;PROJECT;S01
000031014382;PD159474;501844;;3072 ZD;;K15;E;PROJECT;S01
000031014386;PD159602;501844;;3207 VN;;K15;E;PROJECT;S01
000031014387;PD159622;501844;;3351 AG;;K15;E;PROJECT;S01
000031014393;PD159710;501844;;3221 AM;;K15;E;PROJECT;S01
000031014404;PD159773;501844;;3224 BP;;K15;E;PROJECT;S01
000031014394;PD159778;501844;;3224 GE;;K15;E;PROJECT;S01
000031014405;PD159785;501844;;3223 SE;;K15;E;PROJECT;S01
000031014480;PD160849;501844;;3223 HC;;K15;E;PROJECT;S01
000031014481;PD160864;501844;;4147 AJ;;K15;E;PROJECT;S01
000031014507;PD161019;501844;;3205 CN;;K15;E;PROJECT;S01
000031014491;PD161022;501844;;3207 GB;;K15;E;PROJECT;S01
000031015085;PD167892;501844;;3076 SL;;K15;E;PROJECT;S01
000031015073;PD167933;501844;;3066 KE;;K15;E;PROJECT;S03
000031015090;PD167970;501844;;4208 DE;;K15;E;PROJECT;S01
000031015076;PD168011;501844;;3223 HA;;K15;E;PROJECT;S01
000031015077;PD168085;501844;;3223 HA;;K15;E;PROJECT;S01
000031015078;PD168091;501844;;3135 JB;;K15;E;PROJECT;S03
000031015079;PD168095;501844;;2993 XN;;K15;E;PROJECT;S01
000031015091;PD168096;501844;;3162 RE;;K15;E;PROJECT;S01
000031015093;PD168100;501844;;3171 PV;;K15;E;PROJECT;S01
000031013509;PD145973;501844;;1231 NV;;K15;E;PROJECT;S05
000031013385;PD144164;501844;;3437 TB;;K15;E;PROJECT;S05
000031014834;PD164462;501844;;3208 CE;;K15;E;PROJECT;S01
000031013386;PD144170;501844;;3438 WK;;K15;E;PROJECT;S05
000031012637;PD136569;501844;;3752 EG;;K15;E;PROJECT;S05
000031014841;PD164607;501844;;3083 AP;;K15;E;PROJECT;S01
000031013522;PD146682;501844;;3816 TE;;K15;E;PROJECT;S05
000031013726;PD149443;501844;;3904 NT;;K15;E;PROJECT;S05
000031015103;PD168351;501844;;3812 MT;;K15;E;PROJECT;S05
000031014344;PD158887;501844;;2931 XS;;K15;E;PROJECT;S03
000031014827;PD164361;501844;;2719 AD;;K15;E;PROJECT;S03
000031014931;PD166138;501844;;3055 XH;;K15;E;PROJECT;S03
000031014927;PD165979;501844;;2631 LJ;;K15;E;PROJECT;S03
000031014932;PD166142;501844;;2265 EE;;K15;E;PROJECT;S03
000031015112;PD168777;501844;;3075 SB;;K15;E;PROJECT;S01
000031014063;PD155128;501844;;3404 ZR;;K15;E;PROJECT;S05
000031014041;PD155027;501844;;3765 BJ;;K15;E;PROJECT;S05
000031014429;PD160293;501844;;3823 GL;;K15;E;PROJECT;S05
000031014332;PD158688;501844;;3823 SE;;K15;E;PROJECT;S05
000031014270;PD158198;501844;;2825 AK;;K15;E;PROJECT;S05
000031014277;PD158331;501844;;3453 JN;;K15;E;PROJECT;S05
000031014224;PD157720;501844;;3411 CH;;K15;E;PROJECT;S05
000031013377;PD144843;501844;;3402 ED;;K15;E;PROJECT;S05
000031014432;PD160450;501844;;3461 GA;;K15;E;PROJECT;S05
000031014849;PD164805;501844;;3958 CH;;K15;E;PROJECT;S05
000031014172;PD157011;501844;;3541 ET;;K15;E;PROJECT;S05
000031015135;PD169117;501844;;3143 LV;;K15;E;PROJECT;S03
000031010504;PD090269;501844;;3261 TJ;;K15;E;PROJECT;S01
000031014396;PD159793;501844;;2803 LL;;K15;E;PROJECT;S05
000031014390;PD159689;501844;;2741 MN;;K15;E;PROJECT;S05
000031015184;PD169371;501844;;2266 CB;;K15;E;PROJECT;S03
000031015190;PD169524;501844;;3162 TC;;K15;E;PROJECT;S01
000031015174;PD169562;501844;;2729 EN;;K15;E;PROJECT;S03
000031015175;PD169579;501844;;3012 JP;;K15;E;PROJECT;S03
000031015195;PD169751;501844;;3171 AM;;K15;E;PROJECT;S01
000031015172;PD169540;501844;;3171 AL;;K15;E;PROJECT;S01
000031012774;PD138014;501844;;3816 AJ;;K15;E;PROJECT;S05
000031015179;PD169819;501844;;3161 TK;;K15;E;PROJECT;S01
000031015201;PD169836;501844;;3161 LK;;K15;E;PROJECT;S01
000031013904;PD152973;501844;;3203 LH;;K15;E;PROJECT;S01
000031010496;PD090948;501844;;3261 NJ;;K15;E;PROJECT;S01
000031014296;PD158408;501844;;3443 CT;;K15;E;PROJECT;S05
000031012748;PD137507;501844;;3452 CZ;;K15;E;PROJECT;S05
000031012640;PD136158;501844;;3552 XD;;K15;E;PROJECT;S05
000031012608;PD135908;501844;;3902 KC;;K15;E;PROJECT;S05
000031012607;PD135906;501844;;3511 MP;;K15;E;PROJECT;S05
000031012473;PD133724;501844;;3812 JB;;K15;E;PROJECT;S05
000031013540;PD146685;501844;;3902 HL;;K15;E;PROJECT;S05
000031012355;PD132202;501844;;2991 CK;;K15;E;PROJECT;S01
000031015247;PD170226;501844;;3067 ML;;K15;E;PROJECT;S03
000031013838;PD151624;501844;;2901 BB;;K15;E;PROJECT;S03
000031014576;PD161858;501844;;2741 DD;;K15;E;PROJECT;S05
000031014336;PD158875;501844;;3181 WS;;K15;E;PROJECT;S01
000031014688;PD163512;501844;;2991 XJ;;K15;E;PROJECT;S01
000031015293;PD171161;501844;;2802 GB;;K15;E;PROJECT;S05
000031014318;PD158874;501844;;3162 PL;;K15;E;PROJECT;S01
000031015344;PD171438;501844;;2595 AC;;K15;E;PROJECT;S03
000031015313;PD171439;501844;;3632 JJ;;K15;E;PROJECT;S05
000031015315;PD171467;501844;;2582 AC;;K15;E;PROJECT;S03
000031014437;PD160575;501844;;3985 PG;;K15;E;PROJECT;S05
000031014319;PD158876;501844;;3171 EP;;K15;E;PROJECT;S01
000031015361;PD171668;501844;;3085 NM;;K15;E;PROJECT;S01
000031013801;PD150755;501844;;3084 AA;;K15;E;PROJECT;S01
000031013939;PD153224;501844;;4201 JJ;;K15;E;PROJECT;S01
000031015350;PD171794;501844;;3084 MA;;K15;E;PROJECT;S01
000031015325;PD171795;501844;;3083 KC;;K15;E;PROJECT;S01
000031015326;PD171796;501844;;3074 HS;;K15;E;PROJECT;S01
000031013521;PD146679;501844;;3825 BH;;K15;E;PROJECT;S05
000031015330;PD172109;501844;;3062 CL;;K15;E;PROJECT;S03
000031013924;PD152976;501844;;3118 XH;;K15;E;PROJECT;S03
000031014214;PD157500;501844;;2871 CC;;K15;E;PROJECT;S05
000031015407;PD172343;501844;;2564 BE;;K15;E;PROJECT;S03
000031015333;PD172369;501844;;2525 ZX;;K15;E;PROJECT;S03
000031015414;PD172506;501844;;3078 PX;;K15;E;PROJECT;S01
000031015420;PD172605;501844;;3191 HM;;K15;E;PROJECT;S01
000031015450;PD172958;501844;;3081 PV;;K15;E;PROJECT;S01
000031015451;PD172960;501844;;3088 GN;;K15;E;PROJECT;S01
000031014017;PD154956;501844;;3353 GE;;K15;E;PROJECT;S01
000031015493;PD173384;501844;;2713 SB;;K15;E;PROJECT;S03
000031015522;PD173397;501844;;3723 KP;;K15;E;PROJECT;S05
000031010786;PD096255;501844;;2923 LA;;K15;E;PROJECT;S03
000031015530;PD173811;501844;;3086 NJ;;K15;E;PROJECT;S01
000031015542;PD173899;501844;;2415 AS;;K15;E;PROJECT;S05
000031006673;PD016037;501844;;2546 XL;;K15;E;PROJECT;S03
000031006639;PD016020;501844;;2566 AN;;K15;E;PROJECT;S03
000031006672;PD016035;501844;;2563 SZ;;K15;E;PROJECT;S03
000031010472;PD089507;501844;;2587 SX;;K15;E;PROJECT;S03
000031010663;PD093700;501844;;2573 XT;;K15;E;PROJECT;S03
000031014164;PD156899;501844;;3207 VM;;K15;E;PROJECT;S01
000031011549;PD116701;501844;;3194 AG;;K15;E;PROJECT;S01
000031012480;PD133786;501844;;3224 CC;;K15;E;PROJECT;S01
000031013455;PD145702;501844;;2516 GN;;K15;E;PROJECT;S03
000031013367;PD144266;501844;;2545 WG;;K15;E;PROJECT;S03
000031011053;PD103689;501844;;2718 EK;;K15;E;PROJECT;S03
000031010712;PD094877;501844;;2727 CK;;K15;E;PROJECT;S03
000031013513;PD146143;501844;;3208 PJ;;K15;E;PROJECT;S01
000031012171;PD128015;501844;;2586 SM;;K15;E;PROJECT;S03
000031013366;PD144229;501844;;2585 GG;;K15;E;PROJECT;S03
000031015586;PD174819;501844;;3079 LG;;K15;E;PROJECT;S01
101000153533;PD174668;501844;;3067 GM;elektrisch_vervoer_proces_oranje;KA1;E;PROCES;S03
000031012743;PD137431;501844;;3356 MC;;K15;E;PROJECT;S01
000031015606;PD174952;501844;;3079 HL;;K15;E;PROJECT;S01
000031013860;PD151694;501844;;2282 NC;;K15;E;PROJECT;S03
000031014018;PD154965;501844;;2285 VX;;K15;E;PROJECT;S03
000031014053;PD155682;501844;;3151 MM;;K15;E;PROJECT;S03
000031015598;PD175100;501844;;3161 HK;;K15;E;PROJECT;S01
000031015641;PD175516;501844;;2574 BS;;K15;E;PROJECT;S03
000031013813;PD151414;501844;;1231 AD;;K15;E;PROJECT;S05
000031015632;PD175673;501844;;3079 ZS;;K15;E;PROJECT;S01
000031015639;PD175779;501844;;3162 ZA;;K15;E;PROJECT;S01
000031015680;PD175794;501844;;2902 AC;;K15;E;PROJECT;S03
000031015683;PD176021;501844;;3088 GR;;K15;E;PROJECT;S01
000031015648;PD176045;501844;;2492 NZ;;K15;E;PROJECT;S03
000031015706;PD176386;501844;;2625 CR;;K15;E;PROJECT;S03
000031009765;PD074961;501844;;2517 VK;;K15;E;PROJECT;S03
000031014946;PD166088;501844;;3068 WX;;K15;E;PROJECT;S03
000031011466;PD113769;501844;;2492 MV;;K15;E;PROJECT;S03
000031011372;PD112694;501844;;2625 ZC;;K15;E;PROJECT;S03
000031012156;PD127645;501844;;2497 AX;;K15;E;PROJECT;S03
000031013321;PD143298;501844;;2583 PC;;K15;E;PROJECT;S03
000031013510;PD145988;501844;;2586 AR;;K15;E;PROJECT;S03
000031011398;PD112733;501844;;2552 HH;;K15;E;PROJECT;S03
000031011405;PD113091;501844;;2592 AA;;K15;E;PROJECT;S03
000031012385;PD132092;501844;;2565 EP;;K15;E;PROJECT;S03
000031010516;PD090758;501844;;2587 CM;;K15;E;PROJECT;S03
000031009764;PD074958;501844;;2587 BW;;K15;E;PROJECT;S03
000031015770;PD177113;501844;;2552 JG;;K15;E;PROJECT;S03
000031010691;PD094517;501844;;3042 LV;;K15;E;PROJECT;S03
000031015776;PD177470;501844;;2992 SL;;K15;E;PROJECT;S01
000031015780;PD176745;501844;;2581 VE;;K15;E;PROJECT;S03
000031015642;PD175537;501844;;1391 VS;;K15;E;PROJECT;S05
