PROJECTID;VALUE;ASSIGNEE;IS_DERIVED;POST_CODE1;PRODUCT;AUGRU;DISCIPLINE;ZZBESTURINGSTYPE;VESTIGING
101000214639;PD237149;503400;X;3262 GP;verzwaren_zekeringwissel;KA1;E+G;PROCES;S01
101000214575;PD237152;864322;X;2902 GC;GASLOOS;KA1;E+G;PROCES;S03
101000214576;PD237154;501065;X;3761 AT;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214494;PD237155;864322;X;2661 CV;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S03
101000214496;PD237159;501065;X;3752 NS;verzwaren_zekeringwissel;KA1;E+G;PROCES;S05
101000214644;PD237160;763193;X;9255 MA;GASLOOS;KA1;G;PROCES;S05
101000214645;PD237161;501065;X;3985 RZ;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214646;PD237162;501065;X;3768 HH;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214579;PD237164;862107;X;2904 AM;verzwaren_zekeringwissel;KA1;E+G;PROCES;S03
101000214497;PD237165;862107;X;3119 HE;verzwaren_zekeringwissel;KA1;E+G;PROCES;S03
101000214647;PD237167;503400;X;3291 XN;verzwaren_zekeringwissel;KA1;E+G;PROCES;S01
101000214581;PD237168;503400;X;3193 LX;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214649;PD237170;501065;X;3731 ED;VERLICHT;KA1;E;PROCES;S05
101000207385;PD229202;503883;;3544 NX;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S05
101000214499;PD237172;504250;X;3445 CC;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214442;PD236998;503883;;3762 AW;LAADPAAL;KA1;E;PROCES;S05
101000214519;PD236992;503883;;2521 CK;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214602;PD236991;503883;;2545 RJ;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214601;PD236989;503883;;2492 LA;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214195;PD236844;503883;;2517 TM;LAADPAAL;KA1;E;PROCES;S03
101000214421;PD236921;503883;;2553 VC;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214268;PD236846;503883;;2512 ZL;LAADPAAL;KA1;E;PROCES;S03
101000214289;PD236906;503883;;2517 XB;LAADPAAL;KA1;E;PROCES;S03
101000214293;PD236918;503883;;2512 AB;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214419;PD236916;503883;;2596 VP;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214375;PD236901;503883;;2531 VN;LAADPAAL;KA1;E;PROCES;S03
101000214416;PD236911;503883;;2585 DP;LAADPAAL;KA1;E;PROCES;S03
101000214290;PD236908;503883;;2583 PK;LAADPAAL;KA1;E;PROCES;S03
101000214415;PD236904;503883;;2515 TN;LAADPAAL;KA1;E;PROCES;S03
101000214370;PD236903;503883;;2572 JE;LAADPAAL;KA1;E;PROCES;S03
101000214650;PD237174;501065;X;3816 RA;verzwaren_zekeringwissel;KA1;E+G;PROCES;S05
101000214368;PD236895;503883;;2548 ES;LAADPAAL;KA1;E;PROCES;S03
101000214284;PD236893;503883;;2525 GT;LAADPAAL;KA1;E;PROCES;S03
101000214366;PD236890;503883;;2548 MS;LAADPAAL;KA1;E;PROCES;S03
101000214430;PD236954;503883;;2583 JC;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214384;PD236950;503883;;2542 JX;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214508;PD236949;503883;;2518 CP;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214382;PD236945;503883;;2533 CD;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214381;PD236944;503883;;2516 XJ;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214651;PD237175;504250;X;3607 DT;verzwaren_zekeringwissel;KA1;E+G;PROCES;S05
101000214380;PD236943;503883;;2597 RD;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214404;PD236872;503883;;2492 LG;LAADPAAL;KA1;E;PROCES;S03
101000214277;PD236873;503883;;2523 KL;LAADPAAL;KA1;E;PROCES;S03
101000214363;PD236876;503883;;2582 KB;LAADPAAL;KA1;E;PROCES;S03
101000214282;PD236885;503883;;2533 EH;LAADPAAL;KA1;E;PROCES;S03
101000214410;PD236888;503883;;2552 MV;LAADPAAL;KA1;E;PROCES;S03
101000214426;PD236938;503883;;2497 ZL;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214427;PD236939;503883;;2547 GJ;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214504;PD236941;503883;;2542 AS;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214379;PD236937;503883;;2497 BE;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214423;PD236928;503883;;2531 JP;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214424;PD236933;503883;;2518 TW;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214425;PD236935;503883;;2532 BM;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214274;PD236863;503883;;2518 DD;LAADPAAL;KA1;E;PROCES;S03
101000214298;PD236926;503883;;2583 GT;elektrisch_vervoer_proces_groen;KA1;E;PROCES;S03
101000214374;PD236914;503883;;2583 GG;LAADPAAL;KA1;E;PROCES;S03
101000214400;PD236857;503883;;2596 ST;LAADPAAL;KA1;E;PROCES;S03
101000214356;PD236853;503883;;2518 VV;LAADPAAL;KA1;E;PROCES;S03
101000214198;PD236851;503883;;2573 AB;LAADPAAL;KA1;E;PROCES;S03
101000214269;PD236847;503883;;2596 PA;LAADPAAL;KA1;E;PROCES;S03
101000214353;PD236840;503883;;2564 LP;LAADPAAL;KA1;E;PROCES;S03
101000214414;PD236900;503883;;2512 JD;LAADPAAL;KA1;E;PROCES;S03
101000214403;PD236870;503883;;2564 XV;LAADPAAL;KA1;E;PROCES;S03
101000214275;PD236864;503883;;2552 AC;LAADPAAL;KA1;E;PROCES;S03
101000214505;PD236942;503883;;3437 KB;LAADPAAL;KA1;E;PROCES;S05
101000214506;PD236946;503883;;3831 PV;LAADPAAL;KA1;E;PROCES;S05
101000212787;PD235212;503883;;3708 XE;LAADPAAL;KA1;E;PROCES;S05
101000213587;PD236136;503883;;3971 NA;LAADPAAL;KA1;E;PROCES;S05
101000213713;PD236134;503883;;3951 VN;LAADPAAL;KA1;E;PROCES;S05
101000212750;PD235119;503883;;3701 VD;LAADPAAL;KA1;E;PROCES;S05
101000212279;PD234844;503883;;3511 ET;LAADPAAL;KA1;E;PROCES;S05
101000212476;PD234845;503883;;3543 ES;LAADPAAL;KA1;E;PROCES;S05
101000212324;PD234648;503883;;3515 GB;LAADPAAL;KA1;E;PROCES;S05
101000212048;PD234462;503883;;3544 DM;LAADPAAL;KA1;E;PROCES;S05
101000214701;PD237176;862107;X;3134 AA;verzwaren_zekeringwissel;KA1;E+G;PROCES;S03
101000214582;PD237177;503400;X;2986 AB;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214652;PD237178;503400;X;2957 XL;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214653;PD237179;503400;X;3344 CG;verzwaren_zekeringwissel;KA1;E+G;PROCES;S01
101000214583;PD237180;763841;X;3413 MP;COR;KA1;E;PROCES;S05
101000214702;PD237181;603329;X;4204 BJ;GASLOOS;KA1;G;PROCES;S01
101000214452;PD237022;504015;;3818 BC;aardgasloos_renoveren_laagbouw_8_uur;KA1;G;PROCES;S05
000031004284;PD004193;502377;;3132 SC;;N06;G;PROJECT;S03
101000214584;PD237182;504250;X;3522 GD;verzwaren_zekeringwissel;KA1;E+G;PROCES;S05
101000179665;PD201412;500767;;2729 RC;verkoop_proces_uitvoering_projecten_verkoop_oor;KA1;E;PROJECT;S03
101000214547;PD237071;504250;X;3543 BZ;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214580;PD237166;504015;;3811 GN;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S05
101000210661;PD233113;500767;;2711 DZ;gvb-proj._aanleg_e_3x100a_t/m_1750kva__excl._net;KA1;E;PROJECT;S03
101000214585;PD237184;864322;X;3141 XJ;GASLOOS;KA1;G;PROCES;S03
101000214654;PD237186;503400;X;3072 EB;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214569;PD237137;501042;;3515 HB;LAADPAAL;KA1;E;PROCES;S05
101000214361;PD236868;503950;X;1231 NX;sloop_enkelvoudig_primair;KA1;E;PROCES;S05
101000213134;PD235587;605422;X;3201 EN;grootverbruik_proces_capaciteitswijziging_elektra;KA1;E;PROCES;S01
101000197279;PD219121;504238;;3555 HX;gvb-proj._aanleg_e_3x100a_t/m_1750kva__excl._net;KA1;E;PROJECT;S05
101000199934;PD221700;504238;;3511 DN;wb_>5_aanleg_e_t/m_1750kva_hoogbouw_excl._net;KA1;E;PROJECT;S05
000031020659;PD237189;504073;;3732 BC;;N06;E;PROJECT;S05
101000214643;PD237157;749620;;2041 JH;GASLOOS;KA1;G;PROCES;S02
101000214655;PD237190;863935;X;3197 KA;COR;KA1;E;PROCES;S01
101000183631;PD205428;504382;;2517 BG;combi_laagbouw_groen;KA1;E+G;PROCES;S03
000031020664;PD237193;763193;X;9271 CP;;N06;G;PROJECT;S05
101000214656;PD237192;504250;X;3544 AA;verzwaren_zekeringwissel;KA1;E+G;PROCES;S05
101000213147;PD235612;503895;;2281 TW;VERPLAATS;KA1;E;PROCES;S03
101000214705;PD237195;862107;X;2286 RL;verzwaren_zekeringwissel;KA1;E+G;PROCES;S03
000031020665;PD237196;763193;X;9269 NR;;N06;G;PROJECT;S05
101000214658;PD237197;504250;X;2807 LB;verzwaren_vervangen_aansluitkast;KA1;E;PROCES;S05
101000214704;PD237187;504461;;3514 XA;COMBI;KA1;E+G;PROCES;S05
101000214706;PD237199;864322;X;2711 GH;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S03
101000214659;PD237200;504250;X;3481 KC;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214458;PD237030;504461;;3565 AK;COMBI;KA1;E;PROCES;S05
101000214707;PD237201;864322;X;2711 GC;aardgasloos_renoveren_hoogbouw_i_stop;KA1;G;PROCES;S03
101000214433;PD236964;504461;;3565 AK;COMBI;KA1;E;PROCES;S05
101000214291;PD236909;504461;;3991 VJ;combi_laagbouw_groen;KA1;E;PROCES;S05
101000214586;PD237203;504250;X;3421 TN;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214587;PD237204;501256;X;3956 CH;ov_minderdan_10_aansluitingen;KA1;E;PROCES;S05
101000214278;PD236874;504461;;3941 RA;COMBI;KA1;E+G;PROCES;S05
101000214708;PD237205;862107;X;2935 CZ;verzwaren_zekeringwissel;KA1;E+G;PROCES;S03
101000214359;PD236862;504461;;3945 PK;combi_laagbouw_groen;KA1;E;PROCES;S05
101000214709;PD237206;864322;X;2625 AH;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S03
101000214710;PD237208;864322;X;2716 CS;aardgasloos_renoveren_hoogbouw_afzuig;KA1;G;PROCES;S03
101000208336;PD230318;604817;;3026 RS;wb_>5_verwijderen_gas_t/m_g25_kvb_hoogbouw_incl._net;KA1;G;PROJECT;S03
101000214661;PD237210;503400;X;3078 JR;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214589;PD237212;503400;X;3231 CM;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214713;PD237213;501256;X;3931 JE;ov_minderdan_10_aansluitingen;KA1;E;PROCES;S05
101000212891;PD235480;738127;;3313 LL;gvb-proj._verlicht/verzwaar_elek_-_excl._graafwerk_excl._net;KA1;E;PROJECT;S01
101000214662;PD237215;503400;X;3312 WB;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214663;PD237216;862107;X;2903 LS;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000214715;PD237217;504250;X;3425 TE;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214716;PD237218;864322;X;2641 WN;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S03
101000214717;PD237219;501256;X;3404 LA;ov_minderdan_10_aansluitingen;KA1;E;PROCES;S05
101000214664;PD237222;864322;X;2286 EA;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S03
101000213946;PD236443;504461;;3971 PL;combi_laagbouw_groen;KA1;G;PROCES;S05
101000213944;PD236439;504461;;3971 PD;combi_laagbouw_groen;KA1;E;PROCES;S05
101000210704;PD233140;766243;;3079 AK;gvb-proj._verwijderen_gas_g40_t/m_g250__incl._net;KA1;G;PROJECT;S01
101000214481;PD237096;504250;X;3481 GW;VERLICHT;KA1;E;PROCES;S05
101000213837;PD236309;504461;;3962 DN;combi_rood;KA1;E+G;PROCES;S05
101000214487;PD237128;763841;X;3434 BM;cor_oranje;KA1;E;PROCES;S05
101000214665;PD237224;763841;X;3581 CG;COR;KA1;E;PROCES;S05
101000213691;PD236256;504461;;3527 ER;combi_laagbouw_groen;KA1;E;PROCES;S05
101000214666;PD237226;504250;X;3643 AK;verzwaren_zekeringwissel;KA1;E+G;PROCES;S05
101000214258;PD236823;503950;X;3817 KV;aanleg_laagbouw_groen;KA1;E;PROCES;S05
101000206934;PD228740;604158;;3271 LL;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S01
101000213794;PD236374;503950;X;3471 HD;aanleg_laagbouw_groen;KA1;E;PROCES;S05
101000213921;PD236360;503950;X;3927 AT;aanleg_laagbouw_oranje;KA1;E;PROCES;S05
101000214486;PD237126;504015;;3571 XA;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S05
101000207805;PD229604;502861;;3527 HH;verkoop_proces_uitvoering_projecten_verkoop_combi;KA1;E;PROJECT;S05
101000213029;PD235372;604158;;3292 AG;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S01
101000213233;PD235629;604158;;3192 NE;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S01
101000214566;PD237132;504015;;2912 AE;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S05
101000213253;PD235695;604158;;3332 AH;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S01
101000213544;PD236004;604158;;2987 AH;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S01
101000214405;PD236879;503950;X;3741 AL;aanleg_laagbouw_groen;KA1;E;PROCES;S05
101000214591;PD237228;862107;X;2282 PZ;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000214721;PD237230;750549;X;2725 DZ;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000214593;PD237232;862107;X;3043 RJ;verzwaren_zekeringwissel;KA1;E+G;PROCES;S03
101000212246;PD234734;864322;X;3054 HA;aardgasloos_renoveren_hoogbouw_i_stop;KA1;G;PROCES;S03
101000214489;PD237135;504015;;3931 TP;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S05
101000214722;PD237234;503400;X;3161 KT;verzwaren_zekeringwissel;KA1;E+G;PROCES;S01
101000214595;PD237235;504250;X;2912 GJ;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214668;PD237231;504015;;3902 GD;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S05
101000214669;PD237238;501065;X;3812 VM;verzwaren_zekeringwissel;KA1;E+G;PROCES;S05
101000214596;PD237240;750549;X;2726 JV;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000214597;PD237242;503400;X;3222 XH;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214235;PD236748;863776;X;3431 VH;grootverbruik_proces_aanleg;KA1;E;PROCES;S05
101000196855;PD218746;504238;;3584 CK;gvb-proj._aanleg_e_3x100a_t/m_1750kva__incl._net;KA1;E;PROJECT;S05
101000214670;PD237243;750549;X;2551 BJ;VERLICHT;KA1;E;PROCES;S03
101000214727;PD237245;864322;X;2272 BX;GASLOOS;KA1;G;PROCES;S03
101000214648;PD237169;504015;;3526 SV;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S05
101000214578;PD237163;504015;;3832 CH;aardgasloos_renoveren_laagbouw_6_uur;KA1;G;PROCES;S05
101000214671;PD237248;864322;X;3053 JS;GASLOOS;KA1;G;PROCES;S03
101000213151;PD235620;864396;;3111 LC;combi_laagbouw_groen;KA1;E+G;PROCES;S03
101000214629;PD237099;504015;;3921 DS;aardgasloos_renoveren_laagbouw_6_uur;KA1;G;PROCES;S05
101000214599;PD237251;864322;X;2597 BN;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S03
101000214730;PD237253;501065;X;3743 ES;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214731;PD237257;501108;X;2712 AV;COR;KA1;E;PROCES;S03
101000212586;PD235214;503895;;3117 NL;VERPLAATS;KA1;E;PROCES;S03
101000214800;PD237260;750549;X;2721 CS;verzwaren_compleet_vervangen;KA1;E;PROCES;S03
101000213070;PD235508;864396;;3011 CC;combi_laagbouw_groen;KA1;E;PROCES;S03
101000214250;PD236791;604158;;3078 AC;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S01
101000214675;PD237266;504250;X;3602 AM;VERLICHT;KA1;E;PROCES;S05
000031020668;PD237267;400130;;1185 LM;;N03;G;PROJECT;S02
101000214733;PD237268;750549;X;2725 AT;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000214804;PD237270;501065;X;3761 AV;verzwaren_zekeringwissel;KA1;E+G;PROCES;S05
101000214676;PD237271;501256;X;3911 RV;ov_minderdan_10_aansluitingen;KA1;E;PROCES;S05
101000214734;PD237258;750549;X;2721 CP;verzwaren_compleet_vervangen;KA1;E;PROCES;S03
000031015799;PD178894;763959;;2105 MB;;N06;G;PROJECT;S02
101000214724;PD237237;503950;X;3971 KB;verplaatsen_laagbouw_groen;KA1;G;PROCES;S05
101000214241;PD236759;501844;;2272 BB;elektrisch_vervoer_projecten;KA1;E;PROJECT;S03
101000214735;PD237273;503400;X;3204 BM;verzwaren_zekeringwissel;KA1;E+G;PROCES;S01
101000203971;PD226093;505504;;3812 PK;combi_laagbouw_groen;KA1;E+G;PROCES;S05
101000214677;PD237274;862107;X;3131 ZA;verzwaren_zekeringwissel;KA1;E+G;PROCES;S03
000031015881;PD178896;763959;;1186 KL;;N06;G;PROJECT;S02
101000214465;PD237004;504015;;3402 ZS;GASLOOS;KA1;G;PROCES;S05
101000214806;PD237277;504250;X;2871 NZ;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214736;PD237276;862107;X;3037 BK;VERLICHT;KA1;E;PROCES;S03
101000214808;PD237283;503400;X;4147 EW;VERLICHT;KA1;E;PROCES;S01
101000214809;PD237284;862107;X;2631 TD;verzwaren_zekeringwissel;KA1;E+G;PROCES;S03
101000214811;PD237286;501108;X;2286 LX;COR;KA1;E;PROCES;S03
101000212793;PD235229;864396;;2613 RE;combi_laagbouw_groen;KA1;E+G;PROCES;S03
101000214678;PD237287;501108;X;2286 WB;COR;KA1;E;PROCES;S03
101000214812;PD237288;501065;X;3723 LL;VERLICHT;KA1;E;PROCES;S05
000031020658;PD237188;505177;;3534 AP;;N06;E;PROJECT;S05
101000214679;PD237289;862107;X;3131 JX;verzwaren_vervangen_aansluitkast;KA1;E;PROCES;S03
101000214813;PD237290;864322;X;2272 VW;aardgasloos_renoveren_laagbouw_6_uur;KA1;G;PROCES;S03
101000214741;PD237291;862107;X;2922 AL;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000185366;PD207357;864105;;3421 TT;gvb-proj._verlicht/verzwaar_elek_-_incl._graafwerk_excl._net;KA1;E;PROJECT;S05
101000214565;PD237130;503895;;2544 TN;sloop_enkelvoudig_primair;KA1;E;PROCES;S03
101000214700;PD237173;862107;X;3036 HB;verzwaren_zekeringwissel;KA1;E;PROCES;S03
000031015884;PD178899;763959;;1431 AV;;N06;G;PROJECT;S02
000031015886;PD178902;763959;;1185 ZV;;N06;G;PROJECT;S02
101000206283;PD228241;503895;;3033 BD;verplaatsen_laagbouw_oranje;KA1;E+G;PROCES;S03
101000210885;PD233452;605422;X;3088 GB;grootverbruik_proces_verwijderen;KA1;G;PROCES;S01
101000209115;PD231223;503895;;2573 TH;VERPLAATS;KA1;E;PROCES;S03
101000214742;PD237293;862107;X;2908 CE;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000214535;PD237039;503950;X;3722 AP;aanleg_laagbouw_groen;KA1;E+G;PROCES;S05
101000202305;PD224160;501360;;3281 AL;combi_laagbouw_groen;KA1;E;PROCES;S01
101000214681;PD237298;862107;X;2907 VH;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000134968;PD155953;864105;;3641 PV;grootverbruik_projecten;KA1;E;PROJECT;S05
101000214745;PD237300;503400;X;3334 EA;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000213356;PD235836;504431;;3073 EA;verplaatsen_laagbouw_oranje;KA1;G;PROCES;S01
101000213423;PD235848;501360;;3273 LP;combi_laagbouw_groen;KA1;E;PROCES;S01
101000214682;PD237301;504250;X;3515 AR;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000213377;PD235894;864396;;3125 AN;combi_laagbouw_groen;KA1;E+G;PROCES;S03
101000214815;PD237302;503400;X;4208 DC;VERLICHT;KA1;E;PROCES;S01
101000210469;PD233019;603310;;2903 ER;grootverbruik_proces_capaciteitswijziging_elektra;KA1;E;PROCES;S03
101000214817;PD237304;503400;X;3312 WB;verzwaren_zekeringwissel;KA1;E+G;PROCES;S01
101000213776;PD236327;503895;;3038 VE;verplaatsen_laagbouw_oranje;KA1;E;PROCES;S03
101000214802;PD237265;504015;;3815 ZK;aardgasloos_renoveren_hoogbouw_bo_stop;KA1;G;PROCES;S05
101000214683;PD237305;765816;X;3958 GC;GASLOOS;KA1;G;PROCES;S05
101000213480;PD236051;503895;;2584 EL;verplaatsen_laagbouw_groen;KA1;E;PROCES;S03
101000214686;PD237311;750549;X;2721 AB;verzwaren_zekeringwissel;KA1;E+G;PROCES;S03
101000214685;PD237308;504015;;3402 ZM;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S05
101000214820;PD237310;504015;;3402 ZS;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S05
000031020689;PD237314;763193;X;9298 WB;;N03;G;PROJECT;S05
101000214687;PD237312;504015;;3402 ZM;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S05
101000214819;PD237309;503950;X;3902 HX;aanleg_laagbouw_oranje;KA1;E;PROCES;S05
101000214689;PD237316;750549;X;2627 BG;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000214821;PD237317;504250;X;3446 BX;VERLICHT;KA1;E;PROCES;S05
101000214690;PD237318;504250;X;3454 CK;VERLICHT;KA1;E;PROCES;S05
101000214691;PD237319;501065;X;3825 AC;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000207095;PD228940;502926;;2809 PZ;grootverbruik_proces_verwijderen;KA1;E;PROCES;S05
101000214692;PD237320;504250;X;3543 EP;VERLICHT;KA1;E;PROCES;S05
101000211591;PD234224;863776;X;2806 CL;grootverbruik_proces_capaciteitswijziging_elektra;KA1;E;PROCES;S05
101000214748;PD237321;749620;;2101 ZH;verzwaren_zekeringwissel;KA1;E+G;PROCES;S02
101000214726;PD237244;503400;;3316 GK;verzwaren_compleet_vervangen;KA1;E;PROCES;S01
101000210753;PD233273;503895;;2518 TM;verplaatsen_laagbouw_oranje;KA1;E;PROCES;S03
101000214695;PD237324;863935;X;4132 XZ;COR;KA1;E;PROCES;S01
101000214822;PD237326;504250;X;3708 JE;verzwaren_zekeringwissel;KA1;E;PROCES;S05
000031020703;PD237325;504073;;3732 VN;;N06;E;PROJECT;S05
101000212270;PD234823;762789;;3235 LE;verkoop_proces_uitvoering_projecten_verkoop_combi;KA1;E+G;PROJECT;S01
101000213616;PD236007;503895;;3027 BN;aanleg_laagbouw_groen;KA1;G;PROCES;S03
101000213484;PD236061;762789;;3201 EN;gvb-proj._verwijderen_e_3x100a_t/m_1750kva__excl._net;KA1;E;PROJECT;S01
101000214749;PD237328;864322;X;2511 BE;aardgasloos_renoveren_laagbouw_4_uur;KA1;G;PROCES;S03
000031020566;PD235177;766213;;3311 HG;;N06;E;PROJECT;S01
101000214696;PD237331;750549;X;2511 BE;VERLICHT;KA1;E;PROCES;S03
101000214751;PD237333;501065;X;3812 BA;verzwaren_zekeringwissel;KA1;E;PROCES;S05
101000214826;PD237334;503400;X;3216 BH;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000210227;PD232574;503895;;3044 EX;aanleg_laagbouw_groen;KA1;E;PROCES;S03
101000194083;PD216194;503895;;2582 VG;sloop_enkelvoudig_secundair;KA1;E;PROCES;S03
101000214827;PD237336;862107;X;2907 EA;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000212655;PD235075;502288;;2712 PN;verkoop_proces_uitvoering_projecten_verkoop_oor;KA1;E;PROJECT;S03
101000214697;PD237337;503400;X;3081 JM;verzwaren_zekeringwissel;KA1;E+G;PROCES;S01
000031020569;PD235253;500381;;3927 DC;;N06;E;PROJECT;S05
000031013454;PD145683;503682;;3992 LR;;N06;E;PROJECT;S05
101000214828;PD237339;503400;X;3191 CA;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214829;PD237335;501065;X;3828 AG;VERLICHT;KA1;E;PROCES;S05
101000214698;PD237340;863935;X;3317 NM;COR;KA1;E;PROCES;S01
101000214831;PD237342;864322;X;3111 EG;GASLOOS;KA1;G;PROCES;S03
101000214832;PD237343;503400;X;3208 AL;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214900;PD237347;864322;X;2921 XH;aardgasloos_renoveren_laagbouw_6_uur;KA1;G;PROCES;S03
101000214835;PD237349;862107;X;2661 SE;verzwaren_compleet_vervangen;KA1;E;PROCES;S03
000031019827;PD229644;503150;;3026 SN;;K07;E+G;PROJECT;S03
101000214836;PD237351;862107;X;2645 EJ;VERLICHT;KA1;E;PROCES;S03
000031020691;PD237352;504073;;3721 MC;;N06;E;PROJECT;S05
000031020669;PD237348;501891;;3824 BT;;N06;E;PROJECT;S05
000031020690;PD237350;501891;;3824 AK;;N06;E;PROJECT;S05
101000214837;PD237354;750549;X;2719 HD;verzwaren_compleet_vervangen;KA1;E;PROCES;S03
000031020704;PD237355;501844;;2544 XN;;K15;E;PROJECT;S03
000031020705;PD237356;501891;;3824 EJ;;N06;E;PROJECT;S05
101000214273;PD236859;503895;;3032 TD;aanleg_laagbouw_oranje;KA1;E;PROCES;S03
000031020590;PD235939;505496;;3531 BV;;K07;E+G;PROJECT;S05
101000214902;PD237358;501065;X;3813 ZE;VERLICHT;KA1;E;PROCES;S05
000031020670;PD237357;501891;;3824 VR;;N06;E;PROJECT;S05
101000214754;PD237361;501065;X;3993 RC;verzwaren_zekeringwissel;KA1;E+G;PROCES;S05
000031020706;PD237362;501891;;3824 DZ;;N06;E;PROJECT;S05
000031020707;PD237364;501844;;2587 HN;;K15;E;PROJECT;S03
101000214906;PD237369;501256;X;3628 BK;ov_meerdan_10_aansluitingen_projectmatig;KA1;E;PROCES;S05
101000214756;PD237372;862107;X;2631 WJ;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000214908;PD237373;862107;X;2641 BB;verzwaren_zekeringwissel;KA1;E;PROCES;S03
101000214840;PD237376;503400;X;3176 TH;verzwaren_zekeringwissel;KA1;E;PROCES;S01
101000214759;PD237377;503400;X;3341 BC;verzwaren_zekeringwissel;KA1;E;PROCES;S01
